circRNA,RBP,query_gene
10_124339093_124357528|DMBT1,MBNL1,DMBT1
10_124339093_124357528|DMBT1,PCBP1,DMBT1
10_124339093_124357528|DMBT1,RBM6,DMBT1
10_124339093_124357528|DMBT1,SRSF1,DMBT1
10_124339093_124357528|DMBT1,SRSF3,DMBT1
10_124339093_124357528|DMBT1,SRSF7,DMBT1
10_124377532_124379807|DMBT1,MATR3,DMBT1
10_124377532_124379807|DMBT1,QKI,DMBT1
10_124377532_124379807|DMBT1,SRSF3,DMBT1
10_126370175_126370948|FAM53B,CNOT4,FAM53B
10_126370175_126370948|FAM53B,ENOX1,FAM53B
10_126370175_126370948|FAM53B,FMR1,FAM53B
10_126370175_126370948|FAM53B,FXR1,FAM53B
10_126370175_126370948|FAM53B,FXR2,FAM53B
10_126370175_126370948|FAM53B,RBM45,FAM53B
10_126370175_126370948|FAM53B,SRSF3,FAM53B
10_126370175_126370948|FAM53B,SRSF5,FAM53B
10_126370175_126370948|FAM53B,SRSF7,FAM53B
10_126799558_126799662|CTBP2,BRUNOL4,CTBP2
10_126799558_126799662|CTBP2,BRUNOL5,CTBP2
10_126799558_126799662|CTBP2,BRUNOL6,CTBP2
10_126799558_126799662|CTBP2,CNOT4,CTBP2
10_126799558_126799662|CTBP2,ESRP2,CTBP2
10_126799558_126799662|CTBP2,HNRNPA1,CTBP2
10_126799558_126799662|CTBP2,HNRNPA1L2,CTBP2
10_126799558_126799662|CTBP2,HNRNPA2B1,CTBP2
10_126799558_126799662|CTBP2,HuR,CTBP2
10_126799558_126799662|CTBP2,MBNL1,CTBP2
10_126799558_126799662|CTBP2,PUM2,CTBP2
10_126799558_126799662|CTBP2,RBM24,CTBP2
10_126799558_126799662|CTBP2,RBM38,CTBP2
10_126799558_126799662|CTBP2,RBM41,CTBP2
10_126799558_126799662|CTBP2,RBMS1,CTBP2
10_126799558_126799662|CTBP2,RBMS3,CTBP2
10_126799558_126799662|CTBP2,SRSF3,CTBP2
10_126799558_126799662|CTBP2,SRSF5,CTBP2
10_126799558_126799662|CTBP2,TARDBP,CTBP2
10_126799558_126799662|CTBP2,TRA2B,CTBP2
10_126799558_126799662|CTBP2,ZCRB1,CTBP2
10_127417571_127417673|EDRF1,ENOX1,EDRF1
10_127417571_127417673|EDRF1,ESRP2,EDRF1
10_127417571_127417673|EDRF1,HNRNPA1,EDRF1
10_127417571_127417673|EDRF1,LIN28A,EDRF1
10_127417571_127417673|EDRF1,MSI1,EDRF1
10_127417571_127417673|EDRF1,PTBP1,EDRF1
10_127417571_127417673|EDRF1,SNRNP70,EDRF1
10_127417571_127417673|EDRF1,SRSF3,EDRF1
10_127417571_127417673|EDRF1,SRSF5,EDRF1
10_128768965_128926028|DOCK1,CPEB2,DOCK1
10_128768965_128926028|DOCK1,CPEB4,DOCK1
10_128768965_128926028|DOCK1,CUG-BP,DOCK1
10_128768965_128926028|DOCK1,HNRNPC,DOCK1
10_128768965_128926028|DOCK1,HNRNPCL1,DOCK1
10_128768965_128926028|DOCK1,MBNL1,DOCK1
10_128768965_128926028|DOCK1,RALY,DOCK1
10_128768965_128926028|DOCK1,RBM42,DOCK1
10_128768965_128926028|DOCK1,SRSF1,DOCK1
10_128768965_128926028|DOCK1,SRSF3,DOCK1
10_128768965_128926028|DOCK1,SRSF5,DOCK1
10_128768965_128926028|DOCK1,TIA1,DOCK1
10_128768965_128926028|DOCK1,U2AF2,DOCK1
10_128768965_128926028|DOCK1,ZC3H14,DOCK1
10_128798438_128798539|DOCK1,DAZAP1,DOCK1
10_128798438_128798539|DOCK1,FXR1,DOCK1
10_128798438_128798539|DOCK1,HNRNPL,DOCK1
10_128798438_128798539|DOCK1,PABPC3,DOCK1
10_128798438_128798539|DOCK1,RBM42,DOCK1
10_128798438_128798539|DOCK1,RBM5,DOCK1
10_128798438_128798539|DOCK1,SRSF10,DOCK1
10_128798438_128798539|DOCK1,SRSF3,DOCK1
10_128798438_128798539|DOCK1,SRSF7,DOCK1
10_128798438_128798539|DOCK1,YBX1,DOCK1
10_128798438_128798539|DOCK1,YBX2,DOCK1
10_135209216_135216277|MTG1,CUG-BP,MTG1
10_135209216_135216277|MTG1,HNRNPH1,MTG1
10_135209216_135216277|MTG1,HNRNPL,MTG1
10_135209216_135216277|MTG1,HNRPLL,MTG1
10_135209216_135216277|MTG1,IGF2BP3,MTG1
10_135209216_135216277|MTG1,MBNL1,MTG1
10_135209216_135216277|MTG1,PABPC4,MTG1
10_135209216_135216277|MTG1,PABPN1,MTG1
10_135209216_135216277|MTG1,SRSF1,MTG1
10_135209216_135216277|MTG1,SRSF3,MTG1
10_135209216_135216277|MTG1,TRA2A,MTG1
10_135209216_135216277|MTG1,TRA2B,MTG1
10_135209216_135216277|MTG1,YBX1,MTG1
10_135209216_135216277|MTG1,YBX2,MTG1
10_14563251_14563981|FAM107B,ANKHD1,FAM107B
10_14563251_14563981|FAM107B,FXR1,FAM107B
10_14563251_14563981|FAM107B,IGF2BP2,FAM107B
10_14563251_14563981|FAM107B,KHDRBS1,FAM107B
10_14563251_14563981|FAM107B,KHDRBS2,FAM107B
10_14563251_14563981|FAM107B,KHDRBS3,FAM107B
10_14563251_14563981|FAM107B,PABPC1,FAM107B
10_14563251_14563981|FAM107B,PABPC3,FAM107B
10_14563251_14563981|FAM107B,PABPC4,FAM107B
10_14563251_14563981|FAM107B,PABPC5,FAM107B
10_14563251_14563981|FAM107B,PABPN1,FAM107B
10_14563251_14563981|FAM107B,RBM3,FAM107B
10_14563251_14563981|FAM107B,RBM42,FAM107B
10_14563251_14563981|FAM107B,SART3,FAM107B
10_14563251_14563981|FAM107B,SRSF1,FAM107B
10_14563251_14563981|FAM107B,SRSF10,FAM107B
10_14563251_14563981|FAM107B,SRSF2,FAM107B
10_14563251_14563981|FAM107B,SRSF7,FAM107B
10_14563251_14563981|FAM107B,TRA2B,FAM107B
10_14563251_14563981|FAM107B,ZCRB1,FAM107B
10_17271432_17271585|VIM,FUS,VIM
10_17271432_17271585|VIM,MBNL1,VIM
10_17271432_17271585|VIM,SRSF3,VIM
10_17271432_17271585|VIM,YBX1,VIM
10_17271691_17271865|VIM,FUS,VIM
10_17271691_17271865|VIM,HNRNPL,VIM
10_17271691_17271865|VIM,PABPC3,VIM
10_17271691_17271865|VIM,SNRNP70,VIM
10_17271691_17271865|VIM,SRSF1,VIM
10_17271691_17271865|VIM,SRSF3,VIM
10_17271691_17271865|VIM,YBX1,VIM
10_17271691_17271865|VIM,YBX2,VIM
10_17271691_17271865|VIM,ZC3H10,VIM
10_17271702_17271865|VIM,FMR1,VIM
10_17271702_17271865|VIM,HNRNPL,VIM
10_17271702_17271865|VIM,LIN28A,VIM
10_17271702_17271865|VIM,SRSF1,VIM
10_17271702_17271865|VIM,SRSF2,VIM
10_17271702_17271865|VIM,SRSF3,VIM
10_17271702_17271865|VIM,SRSF9,VIM
10_17271702_17271865|VIM,YBX1,VIM
10_17271702_17271865|VIM,YBX2,VIM
10_17271702_17271973|VIM,FMR1,VIM
10_17271702_17271973|VIM,FUS,VIM
10_17271702_17271973|VIM,HNRNPL,VIM
10_17271702_17271973|VIM,LIN28A,VIM
10_17271702_17271973|VIM,PPRC1,VIM
10_17271702_17271973|VIM,RBM45,VIM
10_17271702_17271973|VIM,RBM8A,VIM
10_17271702_17271973|VIM,SNRNP70,VIM
10_17271702_17271973|VIM,SRSF1,VIM
10_17271702_17271973|VIM,SRSF2,VIM
10_17271702_17271973|VIM,SRSF3,VIM
10_17271702_17271973|VIM,SRSF7,VIM
10_17271702_17271973|VIM,SRSF9,VIM
10_17271702_17271973|VIM,YBX1,VIM
10_17271702_17271973|VIM,YBX2,VIM
10_17271723_17271856|VIM,CUG-BP,VIM
10_17271723_17271856|VIM,FMR1,VIM
10_17271723_17271856|VIM,LIN28A,VIM
10_17271723_17271856|VIM,MBNL1,VIM
10_17271723_17271856|VIM,RBM5,VIM
10_17271723_17271856|VIM,SNRNP70,VIM
10_17271723_17271856|VIM,SRSF1,VIM
10_17271723_17271856|VIM,SRSF2,VIM
10_17271723_17271856|VIM,SRSF9,VIM
10_17271723_17271865|VIM,CUG-BP,VIM
10_17271723_17271865|VIM,LIN28A,VIM
10_17271723_17271865|VIM,MBNL1,VIM
10_17271723_17271865|VIM,RBM5,VIM
10_17271723_17271865|VIM,SRSF1,VIM
10_17271723_17271865|VIM,SRSF2,VIM
10_17271723_17271865|VIM,SRSF9,VIM
10_17271757_17271865|VIM,FMR1,VIM
10_17271757_17271865|VIM,FUS,VIM
10_17271757_17271865|VIM,FXR2,VIM
10_17271757_17271865|VIM,MBNL1,VIM
10_17271757_17271865|VIM,SRSF3,VIM
10_17271757_17271865|VIM,SRSF7,VIM
10_17271757_17271865|VIM,YBX1,VIM
10_17271757_17271865|VIM,YBX2,VIM
10_17271781_17271937|VIM,CUG-BP,VIM
10_17271781_17271937|VIM,FMR1,VIM
10_17271781_17271937|VIM,FUS,VIM
10_17271781_17271937|VIM,HNRNPK,VIM
10_17271781_17271937|VIM,MBNL1,VIM
10_17271781_17271937|VIM,PABPN1,VIM
10_17271781_17271937|VIM,PPRC1,VIM
10_17271781_17271937|VIM,RBM4,VIM
10_17271781_17271937|VIM,RBM42,VIM
10_17271781_17271937|VIM,RBM8A,VIM
10_17271781_17271937|VIM,SRSF3,VIM
10_17271781_17271937|VIM,SRSF7,VIM
10_17271781_17271937|VIM,SRSF9,VIM
10_17271781_17271937|VIM,YBX1,VIM
10_17271781_17271937|VIM,YBX2,VIM
10_17271781_17271937|VIM,ZC3H10,VIM
10_17271901_17272709|VIM,CNOT4,VIM
10_17271901_17272709|VIM,ENOX1,VIM
10_17271901_17272709|VIM,FMR1,VIM
10_17271901_17272709|VIM,FXR2,VIM
10_17271901_17272709|VIM,HNRNPK,VIM
10_17271901_17272709|VIM,HNRNPL,VIM
10_17271901_17272709|VIM,HNRPLL,VIM
10_17271901_17272709|VIM,RBM42,VIM
10_17271901_17272709|VIM,SRSF7,VIM
10_17271901_17272709|VIM,YBX1,VIM
10_17271901_17272709|VIM,YBX2,VIM
10_17276789_17277296|VIM,FXR1,VIM
10_17276789_17277296|VIM,G3BP2,VIM
10_17276789_17277296|VIM,HNRNPH1,VIM
10_17276789_17277296|VIM,HNRNPU,VIM
10_17276789_17277296|VIM,PABPC5,VIM
10_17276789_17277296|VIM,RBM5,VIM
10_17276789_17277296|VIM,SRSF1,VIM
10_17276789_17277296|VIM,SRSF2,VIM
10_17276789_17277296|VIM,SRSF5,VIM
10_17276789_17277296|VIM,SRSF7,VIM
10_17276789_17277296|VIM,SRSF9,VIM
10_17277257_17277388|VIM,CUG-BP,VIM
10_17277257_17277388|VIM,G3BP2,VIM
10_17277257_17277388|VIM,HNRNPA2B1,VIM
10_17277257_17277388|VIM,HNRNPH1,VIM
10_17277257_17277388|VIM,HNRNPH2,VIM
10_17277257_17277388|VIM,PABPC5,VIM
10_17277257_17277388|VIM,PABPN1,VIM
10_17277257_17277388|VIM,RBM45,VIM
10_17277257_17277388|VIM,RBM5,VIM
10_17277257_17277388|VIM,SRSF1,VIM
10_17277257_17277388|VIM,SRSF2,VIM
10_17277257_17277388|VIM,SRSF7,VIM
10_17277257_17277388|VIM,SRSF9,VIM
10_17277257_17277388|VIM,TRA2A,VIM
10_17279303_17279428|VIM,FXR1,VIM
10_17279303_17279428|VIM,HNRNPL,VIM
10_17279303_17279428|VIM,HNRPLL,VIM
10_17279303_17279428|VIM,IGF2BP2,VIM
10_17279303_17279428|VIM,IGF2BP3,VIM
10_17279303_17279428|VIM,KHDRBS1,VIM
10_17279303_17279428|VIM,KHDRBS2,VIM
10_17279303_17279428|VIM,KHDRBS3,VIM
10_17279303_17279428|VIM,MSI1,VIM
10_17279303_17279428|VIM,PABPC1,VIM
10_17279303_17279428|VIM,PABPC3,VIM
10_17279303_17279428|VIM,PABPC4,VIM
10_17279303_17279428|VIM,PABPC5,VIM
10_17279303_17279428|VIM,PABPN1,VIM
10_17279303_17279428|VIM,PTBP1,VIM
10_17279303_17279428|VIM,QKI,VIM
10_17279303_17279428|VIM,RBM46,VIM
10_17279303_17279428|VIM,SART3,VIM
10_17279303_17279428|VIM,SRSF10,VIM
10_17279303_17279428|VIM,SRSF3,VIM
10_17279303_17279428|VIM,TRA2B,VIM
10_17279303_17279428|VIM,YBX1,VIM
10_17702462_17702547|STAM,CUG-BP,STAM
10_17702462_17702547|STAM,HNRNPA1,STAM
10_17702462_17702547|STAM,HNRNPM,STAM
10_17702462_17702547|STAM,MBNL1,STAM
10_17702462_17702547|STAM,MSI1,STAM
10_17702462_17702547|STAM,SRSF1,STAM
10_17702462_17702547|STAM,SRSF10,STAM
10_17702462_17702547|STAM,SRSF5,STAM
10_22896855_22898646|PIP4K2A,CUG-BP,PIP4K2A
10_22896855_22898646|PIP4K2A,G3BP2,PIP4K2A
10_22896855_22898646|PIP4K2A,KHDRBS2,PIP4K2A
10_22896855_22898646|PIP4K2A,KHDRBS3,PIP4K2A
10_22896855_22898646|PIP4K2A,RBM46,PIP4K2A
10_22896855_22898646|PIP4K2A,SNRNP70,PIP4K2A
10_22896855_22898646|PIP4K2A,SRSF1,PIP4K2A
10_22896855_22898646|PIP4K2A,SRSF2,PIP4K2A
10_22896855_22898646|PIP4K2A,SRSF3,PIP4K2A
10_22896855_22898646|PIP4K2A,SRSF9,PIP4K2A
10_22896855_22898646|PIP4K2A,TRA2B,PIP4K2A
10_22896855_22898646|PIP4K2A,ZCRB1,PIP4K2A
10_22896855_22898646|PIP4K2A,ZNF638,PIP4K2A
10_24834799_24834977|KIAA1217,HNRNPK,KIAA1217
10_24834799_24834977|KIAA1217,MBNL1,KIAA1217
10_24834799_24834977|KIAA1217,PCBP1,KIAA1217
10_24834799_24834977|KIAA1217,PCBP2,KIAA1217
10_24834799_24834977|KIAA1217,PCBP3,KIAA1217
10_24834799_24834977|KIAA1217,PTBP1,KIAA1217
10_24834799_24834977|KIAA1217,SRSF2,KIAA1217
10_24834799_24834977|KIAA1217,SRSF3,KIAA1217
10_24834799_24834977|KIAA1217,SRSF5,KIAA1217
10_24834799_24834977|KIAA1217,YBX1,KIAA1217
10_28897144_28897278|WAC,HNRNPK,WAC
10_28897144_28897278|WAC,MATR3,WAC
10_28897144_28897278|WAC,MBNL1,WAC
10_28897144_28897278|WAC,PCBP2,WAC
10_28897144_28897278|WAC,PTBP1,WAC
10_28897144_28897278|WAC,RBM41,WAC
10_28897144_28897278|WAC,SNRPA,WAC
10_28897144_28897278|WAC,SRSF3,WAC
10_28897144_28897278|WAC,SRSF5,WAC
10_28897144_28897278|WAC,SRSF7,WAC
10_28897144_28897278|WAC,TRA2B,WAC
10_29946897_29975580|SVIL,A1CF,SVIL
10_29946897_29975580|SVIL,CUG-BP,SVIL
10_29946897_29975580|SVIL,HNRNPM,SVIL
10_29946897_29975580|SVIL,HuR,SVIL
10_29946897_29975580|SVIL,MBNL1,SVIL
10_29946897_29975580|SVIL,RBM41,SVIL
10_29946897_29975580|SVIL,RBMS3,SVIL
10_29946897_29975580|SVIL,SRSF1,SVIL
10_29946897_29975580|SVIL,SRSF3,SVIL
10_29946897_29975580|SVIL,TRA2B,SVIL
10_29946897_29975580|SVIL,ZC3H14,SVIL
10_29946897_29975580|SVIL,ZCRB1,SVIL
10_31749965_31750166|ZEB1,A1CF,ZEB1
10_31749965_31750166|ZEB1,CUG-BP,ZEB1
10_31749965_31750166|ZEB1,G3BP2,ZEB1
10_31749965_31750166|ZEB1,IGF2BP2,ZEB1
10_31749965_31750166|ZEB1,IGF2BP3,ZEB1
10_31749965_31750166|ZEB1,KHDRBS1,ZEB1
10_31749965_31750166|ZEB1,KHDRBS2,ZEB1
10_31749965_31750166|ZEB1,KHDRBS3,ZEB1
10_31749965_31750166|ZEB1,PABPC4,ZEB1
10_31749965_31750166|ZEB1,PABPC5,ZEB1
10_31749965_31750166|ZEB1,RBM3,ZEB1
10_31749965_31750166|ZEB1,RBM46,ZEB1
10_31749965_31750166|ZEB1,RBM5,ZEB1
10_31749965_31750166|ZEB1,SRSF1,ZEB1
10_31749965_31750166|ZEB1,SRSF3,ZEB1
10_31749965_31750166|ZEB1,SRSF7,ZEB1
10_31749965_31750166|ZEB1,TRA2B,ZEB1
10_33200465_33200598|ITGB1,BRUNOL4,ITGB1
10_33200465_33200598|ITGB1,BRUNOL5,ITGB1
10_33200465_33200598|ITGB1,BRUNOL6,ITGB1
10_33200465_33200598|ITGB1,HNRNPF,ITGB1
10_33200465_33200598|ITGB1,HNRNPU,ITGB1
10_33200465_33200598|ITGB1,RBM24,ITGB1
10_33200465_33200598|ITGB1,RBM38,ITGB1
10_33200465_33200598|ITGB1,TARDBP,ITGB1
10_33200465_33200598|ITGB1,TRA2B,ITGB1
10_33200465_33200598|ITGB1,ZNF638,ITGB1
10_33224419_33224486|ITGB1,BRUNOL4,ITGB1
10_33224419_33224486|ITGB1,BRUNOL5,ITGB1
10_33224419_33224486|ITGB1,BRUNOL6,ITGB1
10_33224419_33224486|ITGB1,CUG-BP,ITGB1
10_33224419_33224486|ITGB1,G3BP2,ITGB1
10_33224419_33224486|ITGB1,HNRNPC,ITGB1
10_33224419_33224486|ITGB1,HNRNPCL1,ITGB1
10_33224419_33224486|ITGB1,HNRNPF,ITGB1
10_33224419_33224486|ITGB1,HNRNPU,ITGB1
10_33224419_33224486|ITGB1,HNRPLL,ITGB1
10_33224419_33224486|ITGB1,HuR,ITGB1
10_33224419_33224486|ITGB1,MBNL1,ITGB1
10_33224419_33224486|ITGB1,PCBP3,ITGB1
10_33224419_33224486|ITGB1,QKI,ITGB1
10_33224419_33224486|ITGB1,RALY,ITGB1
10_33224419_33224486|ITGB1,RBM24,ITGB1
10_33224419_33224486|ITGB1,RBM38,ITGB1
10_33224419_33224486|ITGB1,RBM46,ITGB1
10_33224419_33224486|ITGB1,SNRNP70,ITGB1
10_33224419_33224486|ITGB1,SRSF3,ITGB1
10_33224419_33224486|ITGB1,SRSF5,ITGB1
10_33224419_33224486|ITGB1,SRSF7,ITGB1
10_33224419_33224486|ITGB1,TARDBP,ITGB1
10_33224419_33224486|ITGB1,TIA1,ITGB1
10_33224419_33224486|ITGB1,TRA2B,ITGB1
10_33224419_33224486|ITGB1,ZC3H14,ITGB1
10_33224419_33224486|ITGB1,ZCRB1,ITGB1
10_34558584_34558827|PARD3,HNRNPK,PARD3
10_34558584_34558827|PARD3,RBM6,PARD3
10_34558584_34558827|PARD3,SNRNP70,PARD3
10_34558584_34558827|PARD3,SRSF10,PARD3
10_34558584_34558827|PARD3,SRSF3,PARD3
10_34558584_34558827|PARD3,SRSF5,PARD3
10_34558584_34558827|PARD3,SRSF7,PARD3
10_34558584_34558827|PARD3,YBX1,PARD3
10_34558584_34558827|PARD3,ZCRB1,PARD3
10_34666894_34667034|PARD3,ANKHD1,PARD3
10_34666894_34667034|PARD3,CNOT4,PARD3
10_34666894_34667034|PARD3,ENOX1,PARD3
10_34666894_34667034|PARD3,G3BP2,PARD3
10_34666894_34667034|PARD3,HNRNPA1,PARD3
10_34666894_34667034|PARD3,HNRNPA1L2,PARD3
10_34666894_34667034|PARD3,HNRNPA2B1,PARD3
10_34666894_34667034|PARD3,HNRNPH2,PARD3
10_34666894_34667034|PARD3,RBM5,PARD3
10_34666894_34667034|PARD3,SRSF1,PARD3
10_34666894_34667034|PARD3,SRSF10,PARD3
10_34666894_34667034|PARD3,SRSF3,PARD3
10_34666894_34667034|PARD3,SRSF7,PARD3
10_34666894_34667034|PARD3,TRA2B,PARD3
10_34666894_34667034|PARD3,YBX1,PARD3
10_34666894_34667034|PARD3,ZCRB1,PARD3
10_34985245_34985347|PARD3,ANKHD1,PARD3
10_34985245_34985347|PARD3,CNOT4,PARD3
10_34985245_34985347|PARD3,ENOX1,PARD3
10_34985245_34985347|PARD3,G3BP2,PARD3
10_34985245_34985347|PARD3,HNRNPA2B1,PARD3
10_34985245_34985347|PARD3,HNRNPF,PARD3
10_34985245_34985347|PARD3,HNRPLL,PARD3
10_34985245_34985347|PARD3,MBNL1,PARD3
10_34985245_34985347|PARD3,PABPN1,PARD3
10_34985245_34985347|PARD3,RBM3,PARD3
10_34985245_34985347|PARD3,RBM45,PARD3
10_34985245_34985347|PARD3,RBM6,PARD3
10_34985245_34985347|PARD3,RBMS1,PARD3
10_34985245_34985347|PARD3,SRSF1,PARD3
10_34985245_34985347|PARD3,SRSF10,PARD3
10_34985245_34985347|PARD3,SRSF5,PARD3
10_34985245_34985347|PARD3,SRSF7,PARD3
10_34985245_34985347|PARD3,SRSF9,PARD3
10_34985245_34985347|PARD3,TUT1,PARD3
10_37442499_37476947|ANKRD30A,BRUNOL4,ANKRD30A
10_37442499_37476947|ANKRD30A,BRUNOL5,ANKRD30A
10_37442499_37476947|ANKRD30A,BRUNOL6,ANKRD30A
10_37442499_37476947|ANKRD30A,ESRP2,ANKRD30A
10_37442499_37476947|ANKRD30A,HNRNPH1,ANKRD30A
10_37442499_37476947|ANKRD30A,KHDRBS3,ANKRD30A
10_37442499_37476947|ANKRD30A,LIN28A,ANKRD30A
10_37442499_37476947|ANKRD30A,MBNL1,ANKRD30A
10_37442499_37476947|ANKRD30A,PABPC1,ANKRD30A
10_37442499_37476947|ANKRD30A,PABPC4,ANKRD30A
10_37442499_37476947|ANKRD30A,PABPN1,ANKRD30A
10_37442499_37476947|ANKRD30A,PTBP1,ANKRD30A
10_37442499_37476947|ANKRD30A,RBM24,ANKRD30A
10_37442499_37476947|ANKRD30A,RBM38,ANKRD30A
10_37442499_37476947|ANKRD30A,SART3,ANKRD30A
10_37442499_37476947|ANKRD30A,SRSF5,ANKRD30A
10_37442499_37476947|ANKRD30A,TARDBP,ANKRD30A
10_37442499_37476947|ANKRD30A,TRA2B,ANKRD30A
10_3822464_3823832|KLF6,BRUNOL6,KLF6
10_3822464_3823832|KLF6,CUG-BP,KLF6
10_3822464_3823832|KLF6,HNRNPH2,KLF6
10_3822464_3823832|KLF6,MBNL1,KLF6
10_3822464_3823832|KLF6,PCBP3,KLF6
10_3822464_3823832|KLF6,PPRC1,KLF6
10_3822464_3823832|KLF6,RBM4,KLF6
10_3822464_3823832|KLF6,RBM8A,KLF6
10_3822464_3823832|KLF6,SAMD4A,KLF6
10_3822464_3823832|KLF6,SRSF2,KLF6
10_3822464_3823832|KLF6,SRSF3,KLF6
10_3822464_3823832|KLF6,SRSF5,KLF6
10_3822464_3823832|KLF6,TARDBP,KLF6
10_43292169_43292328|BMS1,CUG-BP,BMS1
10_43292169_43292328|BMS1,G3BP2,BMS1
10_43292169_43292328|BMS1,HNRNPA2B1,BMS1
10_43292169_43292328|BMS1,MBNL1,BMS1
10_43292169_43292328|BMS1,SRSF1,BMS1
10_43292169_43292328|BMS1,SRSF5,BMS1
10_43292169_43292328|BMS1,SRSF7,BMS1
10_43292169_43292328|BMS1,SRSF9,BMS1
10_43882189_43882451|HNRNPF,CUG-BP,HNRNPF
10_43882189_43882451|HNRNPF,ESRP2,HNRNPF
10_43882189_43882451|HNRNPF,HNRNPF,HNRNPF
10_43882189_43882451|HNRNPF,HNRNPH2,HNRNPF
10_43882189_43882451|HNRNPF,MBNL1,HNRNPF
10_43882189_43882451|HNRNPF,RBFOX1,HNRNPF
10_43882189_43882451|HNRNPF,SRSF3,HNRNPF
10_43882189_43882451|HNRNPF,SRSF7,HNRNPF
10_43882258_43882411|HNRNPF,CNOT4,HNRNPF
10_43882258_43882411|HNRNPF,HNRNPL,HNRNPF
10_43882258_43882411|HNRNPF,HNRPLL,HNRNPF
10_43882258_43882411|HNRNPF,KHDRBS3,HNRNPF
10_43882258_43882411|HNRNPF,MATR3,HNRNPF
10_43882258_43882411|HNRNPF,MBNL1,HNRNPF
10_43882258_43882411|HNRNPF,PTBP1,HNRNPF
10_43882258_43882411|HNRNPF,RBMS1,HNRNPF
10_43882258_43882411|HNRNPF,RBMS3,HNRNPF
10_43882258_43882411|HNRNPF,SRSF10,HNRNPF
10_43882258_43882411|HNRNPF,SRSF3,HNRNPF
10_43882258_43882411|HNRNPF,SRSF5,HNRNPF
10_43882258_43882411|HNRNPF,TARDBP,HNRNPF
10_43882666_43882875|HNRNPF,CUG-BP,HNRNPF
10_43882666_43882875|HNRNPF,ESRP2,HNRNPF
10_43882666_43882875|HNRNPF,HNRNPH1,HNRNPF
10_43882666_43882875|HNRNPF,MBNL1,HNRNPF
10_43882666_43882875|HNRNPF,MSI1,HNRNPF
10_43882666_43882875|HNRNPF,SRSF9,HNRNPF
10_43882666_43882875|HNRNPF,TRA2B,HNRNPF
10_5139625_5139742|AKR1C3,MBNL1,AKR1C3
10_5139625_5139742|AKR1C3,PTBP1,AKR1C3
10_5139625_5139742|AKR1C3,RBM6,AKR1C3
10_5139625_5139742|AKR1C3,SRSF3,AKR1C3
10_5139625_5139742|AKR1C3,SRSF5,AKR1C3
10_5139625_5139742|AKR1C3,SRSF7,AKR1C3
10_5139625_5139742|AKR1C3,TRA2B,AKR1C3
10_51749067_51749136|AGAP6,HNRNPL,AGAP6
10_51749067_51749136|AGAP6,IGF2BP3,AGAP6
10_51749067_51749136|AGAP6,MBNL1,AGAP6
10_51749067_51749136|AGAP6,PABPN1,AGAP6
10_51749067_51749136|AGAP6,PTBP1,AGAP6
10_51749067_51749136|AGAP6,SRSF10,AGAP6
10_51749067_51749136|AGAP6,SRSF3,AGAP6
10_51749067_51749136|AGAP6,SRSF5,AGAP6
10_51749067_51749136|AGAP6,TRA2B,AGAP6
10_51749067_51749136|AGAP6,ZCRB1,AGAP6
10_53227482_53227596|PRKG1,HNRNPA1,PRKG1
10_53227482_53227596|PRKG1,HNRNPA2B1,PRKG1
10_53227482_53227596|PRKG1,MSI1,PRKG1
10_53227482_53227596|PRKG1,PABPC1,PRKG1
10_53227482_53227596|PRKG1,PABPC4,PRKG1
10_53227482_53227596|PRKG1,PABPN1,PRKG1
10_53227482_53227596|PRKG1,RBM5,PRKG1
10_53227482_53227596|PRKG1,SART3,PRKG1
10_53227482_53227596|PRKG1,SRSF1,PRKG1
10_53227482_53227596|PRKG1,SRSF3,PRKG1
10_53227482_53227596|PRKG1,TRA2B,PRKG1
10_5815804_5842668|GDI2,FXR1,GDI2
10_5815804_5842668|GDI2,HNRNPA2B1,GDI2
10_5815804_5842668|GDI2,HNRNPF,GDI2
10_5815804_5842668|GDI2,HNRNPU,GDI2
10_5815804_5842668|GDI2,LIN28A,GDI2
10_5815804_5842668|GDI2,PABPC3,GDI2
10_5815804_5842668|GDI2,PABPN1,GDI2
10_5815804_5842668|GDI2,PUM2,GDI2
10_5815804_5842668|GDI2,RBM46,GDI2
10_5815804_5842668|GDI2,RBM5,GDI2
10_5815804_5842668|GDI2,RBMS3,GDI2
10_5815804_5842668|GDI2,SRSF1,GDI2
10_5815804_5842668|GDI2,SRSF2,GDI2
10_5815804_5842668|GDI2,SRSF5,GDI2
10_5815804_5842668|GDI2,SRSF7,GDI2
10_5815804_5842668|GDI2,TRA2A,GDI2
10_5815804_5842668|GDI2,TRA2B,GDI2
10_5956149_5957498|FBXO18,FXR1,FBXO18
10_5956149_5957498|FBXO18,HNRNPK,FBXO18
10_5956149_5957498|FBXO18,HNRNPL,FBXO18
10_5956149_5957498|FBXO18,HNRPLL,FBXO18
10_5956149_5957498|FBXO18,IGF2BP2,FBXO18
10_5956149_5957498|FBXO18,IGF2BP3,FBXO18
10_5956149_5957498|FBXO18,PABPC3,FBXO18
10_5956149_5957498|FBXO18,PTBP1,FBXO18
10_5956149_5957498|FBXO18,QKI,FBXO18
10_5956149_5957498|FBXO18,RBM6,FBXO18
10_5956149_5957498|FBXO18,SNRPA,FBXO18
10_5956149_5957498|FBXO18,SRSF3,FBXO18
